TITLE = "LE Deflection"
VARIABLES = X,Y
ZONE T= "u - 08 terms Planform 01", I= 0050
  0.0000000E+00 -0.2828930E-03
  0.9959184E-01 -0.1056813E-01
  0.1991837E+00 -0.2373962E-01
  0.2987755E+00 -0.3895980E-01
  0.3983673E+00 -0.5551346E-01
  0.4979592E+00 -0.7279038E-01
  0.5975510E+00 -0.9027034E-01
  0.6971429E+00 -0.1075102E+00
  0.7967347E+00 -0.1241329E+00
  0.8963265E+00 -0.1398182E+00
  0.9959184E+00 -0.1542948E+00
  0.1095510E+01 -0.1673341E+00
  0.1195102E+01 -0.1787449E+00
  0.1294694E+01 -0.1883689E+00
  0.1394286E+01 -0.1960780E+00
  0.1493878E+01 -0.2017711E+00
  0.1593469E+01 -0.2053727E+00
  0.1693061E+01 -0.2068310E+00
  0.1792653E+01 -0.2061172E+00
  0.1892245E+01 -0.2032249E+00
  0.1991837E+01 -0.1981690E+00
  0.2091429E+01 -0.1909862E+00
  0.2191020E+01 -0.1817340E+00
  0.2290612E+01 -0.1704908E+00
  0.2390204E+01 -0.1573553E+00
  0.2489796E+01 -0.1424462E+00
  0.2589388E+01 -0.1259014E+00
  0.2688980E+01 -0.1078776E+00
  0.2788571E+01 -0.8854845E-01
  0.2888163E+01 -0.6810414E-01
  0.2987755E+01 -0.4674927E-01
  0.3087347E+01 -0.2470121E-01
  0.3186939E+01 -0.2187976E-02
  0.3286531E+01  0.2055417E-01
  0.3386122E+01  0.4328337E-01
  0.3485714E+01  0.6575514E-01
  0.3585306E+01  0.8772547E-01
  0.3684898E+01  0.1089543E+00
  0.3784490E+01  0.1292090E+00
  0.3884082E+01  0.1482683E+00
  0.3983673E+01  0.1659261E+00
  0.4083265E+01  0.1819953E+00
  0.4182857E+01  0.1963123E+00
  0.4282449E+01  0.2087405E+00
  0.4382041E+01  0.2191747E+00
  0.4481633E+01  0.2275451E+00
  0.4581224E+01  0.2338207E+00
  0.4680816E+01  0.2380131E+00
  0.4780408E+01  0.2401799E+00
  0.4880000E+01  0.2404277E+00
ZONE T= "v - 08 terms Planform 01", I= 0050
  0.0000000E+00  0.1023942E-02
  0.9959184E-01  0.1252346E-01
  0.1991837E+00  0.2241800E-01
  0.2987755E+00  0.3103396E-01
  0.3983673E+00  0.3866666E-01
  0.4979592E+00  0.4557256E-01
  0.5975510E+00  0.5196429E-01
  0.6971429E+00  0.5800777E-01
  0.7967347E+00  0.6382150E-01
  0.8963265E+00  0.6947750E-01
  0.9959184E+00  0.7500358E-01
  0.1095510E+01  0.8038699E-01
  0.1195102E+01  0.8557881E-01
  0.1294694E+01  0.9049927E-01
  0.1394286E+01  0.9504345E-01
  0.1493878E+01  0.9908734E-01
  0.1593469E+01  0.1024942E+00
  0.1693061E+01  0.1051209E+00
  0.1792653E+01  0.1068239E+00
  0.1892245E+01  0.1074651E+00
  0.1991837E+01  0.1069179E+00
  0.2091429E+01  0.1050718E+00
  0.2191020E+01  0.1018369E+00
  0.2290612E+01  0.9714815E-01
  0.2390204E+01  0.9096850E-01
  0.2489796E+01  0.8329119E-01
  0.2589388E+01  0.7414161E-01
  0.2688980E+01  0.6357825E-01
  0.2788571E+01  0.5169272E-01
  0.2888163E+01  0.3860911E-01
  0.2987755E+01  0.2448243E-01
  0.3087347E+01  0.9496251E-02
  0.3186939E+01 -0.6140355E-02
  0.3286531E+01 -0.2219669E-01
  0.3386122E+01 -0.3842500E-01
  0.3485714E+01 -0.5456566E-01
  0.3585306E+01 -0.7035298E-01
  0.3684898E+01 -0.8552159E-01
  0.3784490E+01 -0.9981318E-01
  0.3884082E+01 -0.1129837E+00
  0.3983673E+01 -0.1248108E+00
  0.4083265E+01 -0.1351017E+00
  0.4182857E+01 -0.1437006E+00
  0.4282449E+01 -0.1504968E+00
  0.4382041E+01 -0.1554323E+00
  0.4481633E+01 -0.1585093E+00
  0.4581224E+01 -0.1597973E+00
  0.4680816E+01 -0.1594397E+00
  0.4780408E+01 -0.1576603E+00
  0.4880000E+01 -0.1547683E+00
ZONE T= "w - 08 terms Planform 01", I= 0050
  0.0000000E+00  0.7987082E-03
  0.9959184E-01  0.4787659E-02
  0.1991837E+00  0.9055540E-02
  0.2987755E+00  0.1307843E-01
  0.3983673E+00  0.1649102E-01
  0.4979592E+00  0.1906166E-01
  0.5975510E+00  0.2066956E-01
  0.6971429E+00  0.2128406E-01
  0.7967347E+00  0.2094586E-01
  0.8963265E+00  0.1975013E-01
  0.9959184E+00  0.1783148E-01
  0.1095510E+01  0.1535059E-01
  0.1195102E+01  0.1248262E-01
  0.1294694E+01  0.9407013E-02
  0.1394286E+01  0.6299012E-02
  0.1493878E+01  0.3322411E-02
  0.1593469E+01  0.6237399E-03
  0.1693061E+01 -0.1672317E-02
  0.1792653E+01 -0.3466326E-02
  0.1892245E+01 -0.4686411E-02
  0.1991837E+01 -0.5289540E-02
  0.2091429E+01 -0.5261871E-02
  0.2191020E+01 -0.4618245E-02
  0.2290612E+01 -0.3400892E-02
  0.2390204E+01 -0.1677443E-02
  0.2489796E+01  0.4616802E-03
  0.2589388E+01  0.2906415E-02
  0.2688980E+01  0.5530671E-02
  0.2788571E+01  0.8196317E-02
  0.2888163E+01  0.1075748E-01
  0.2987755E+01  0.1306505E-01
  0.3087347E+01  0.1497136E-01
  0.3186939E+01  0.1633486E-01
  0.3286531E+01  0.1702486E-01
  0.3386122E+01  0.1692612E-01
  0.3485714E+01  0.1594328E-01
  0.3585306E+01  0.1400499E-01
  0.3684898E+01  0.1106783E-01
  0.3784490E+01  0.7119615E-02
  0.3884082E+01  0.2182419E-02
  0.3983673E+01 -0.3685140E-02
  0.4083265E+01 -0.1038620E-01
  0.4182857E+01 -0.1778467E-01
  0.4282449E+01 -0.2570514E-01
  0.4382041E+01 -0.3393359E-01
  0.4481633E+01 -0.4221914E-01
  0.4581224E+01 -0.5027681E-01
  0.4680816E+01 -0.5779148E-01
  0.4780408E+01 -0.6442295E-01
  0.4880000E+01 -0.6981244E-01
